source,target
Petula Clark,bubblegum pop
Petula Clark,easy listening
Petula Clark,folk rock
Petula Clark,merseybeat
Petula Clark,rock-and-roll
Petula Clark,rockabilly
The Platters,adult standards
The Platters,easy listening
The Platters,rock-and-roll
The Platters,rockabilly
Cliff Richard & The Shadows,merseybeat
Cliff Richard & The Shadows,rock-and-roll
Cliff Richard & The Shadows,rockabilly
Connie Francis,adult standards
Connie Francis,brill building pop
Connie Francis,easy listening
Connie Francis,rock-and-roll
Connie Francis,rockabilly
Pat Boone,adult standards
Pat Boone,easy listening
Pat Boone,rock-and-roll
Pat Boone,rockabilly
Roy Orbison,adult standards
Roy Orbison,classic rock
Roy Orbison,folk rock
Roy Orbison,mellow gold
Roy Orbison,rock-and-roll
Roy Orbison,rockabilly
Roy Orbison,singer-songwriter
The Everly Brothers,adult standards
The Everly Brothers,folk rock
The Everly Brothers,mellow gold
The Everly Brothers,rock-and-roll
The Everly Brothers,rockabilly
The Everly Brothers,sunshine pop
Perry Como,adult standards
Perry Como,easy listening
Perry Como,lounge
Shirley Bassey,adult standards
Shirley Bassey,easy listening
The Drifters,adult standards
The Drifters,doo-wop
The Drifters,rock-and-roll
The Drifters,rockabilly
The Drifters,soul
The Righteous Brothers,adult standards
The Righteous Brothers,brill building pop
The Righteous Brothers,folk rock
The Righteous Brothers,mellow gold
The Righteous Brothers,motown
The Righteous Brothers,rock-and-roll
The Righteous Brothers,rockabilly
Johnny Mathis,adult standards
Johnny Mathis,easy listening
Neil Diamond,adult standards
Neil Diamond,brill building pop
Neil Diamond,folk rock
Neil Diamond,heartland rock
Neil Diamond,mellow gold
Neil Diamond,singer-songwriter
Neil Diamond,soft rock
Neil Diamond,yacht rock
Dusty Springfield,adult standards
Dusty Springfield,british invasion
Dusty Springfield,soul
Dusty Springfield,vocal jazz
Víctor Manuelle,latin pop
Víctor Manuelle,modern salsa
Víctor Manuelle,salsa
Víctor Manuelle,salsa peruana
Víctor Manuelle,salsa puertorriquena
Víctor Manuelle,tropical
Gilberto Santa Rosa,salsa
Gilberto Santa Rosa,salsa puertorriquena
Gilberto Santa Rosa,tropical
Luis Enrique,cuatro venezolano
Luis Enrique,latin pop
Luis Enrique,modern salsa
Luis Enrique,musica nicaraguense
Luis Enrique,salsa
Luis Enrique,tropical
Olga Tañón,puerto rican pop
Olga Tañón,salsa
Olga Tañón,tropical
Elvis Crespo,latin pop
Elvis Crespo,salsa
Elvis Crespo,tropical
Jerry Rivera,latin pop
Jerry Rivera,puerto rican pop
Jerry Rivera,salsa
Jerry Rivera,salsa puertorriquena
Jerry Rivera,tropical
Juan Luis Guerra 4.40,bachata
Juan Luis Guerra 4.40,latin pop
Juan Luis Guerra 4.40,tropical
Tito Nieves,salsa
Tito Nieves,salsa puertorriquena
Tito Nieves,tropical
LA INDIA,salsa
LA INDIA,salsa puertorriquena
LA INDIA,tropical
Oscar D'León,salsa
Oscar D'León,salsa venezolana
Oscar D'León,tropical
Rey Ruiz,salsa
Rey Ruiz,tropical
Carlos Vives,colombian pop
Carlos Vives,latin pop
Carlos Vives,vallenato
Eddie Santiago,salsa
Eddie Santiago,salsa puertorriquena
Eddie Santiago,tropical
Rubén Blades,latin jazz
Rubén Blades,salsa
Rubén Blades,tipico
Rubén Blades,tropical
Maelo Ruiz,salsa
Maelo Ruiz,salsa puertorriquena
Maelo Ruiz,tropical
Tito Rojas,salsa
Tito Rojas,salsa puertorriquena
Tito Rojas,tropical
Willie Colón,salsa
Willie Colón,tropical
El Gran Combo De Puerto Rico,salsa
El Gran Combo De Puerto Rico,salsa puertorriquena
Grupo Niche,salsa
Grupo Niche,salsa colombiana
Grupo Niche,tropical
Frankie Ruiz,salsa
Frankie Ruiz,salsa puertorriquena
Frankie Ruiz,tropical
Freddie Mercury,glam rock
Aerosmith,album rock
Aerosmith,classic rock
Aerosmith,hard rock
Aerosmith,rock
David Bowie,art rock
David Bowie,classic rock
David Bowie,glam rock
David Bowie,permanent wave
David Bowie,rock
KISS,glam rock
KISS,hard rock
KISS,rock
Elton John,glam rock
Elton John,mellow gold
Elton John,piano rock
Elton John,rock
The Beatles,british invasion
The Beatles,classic rock
The Beatles,merseybeat
The Beatles,psychedelic rock
The Beatles,rock
Guns N' Roses,glam metal
Guns N' Roses,hard rock
Guns N' Roses,rock
AC/DC,australian rock
AC/DC,hard rock
AC/DC,rock
Pink Floyd,album rock
Pink Floyd,art rock
Pink Floyd,classic rock
Pink Floyd,progressive rock
Pink Floyd,psychedelic rock
Pink Floyd,rock
Pink Floyd,symphonic rock
The Rolling Stones,album rock
The Rolling Stones,british invasion
The Rolling Stones,classic rock
The Rolling Stones,rock
Led Zeppelin,album rock
Led Zeppelin,classic rock
Led Zeppelin,hard rock
Led Zeppelin,rock
The Who,album rock
The Who,british invasion
The Who,classic rock
The Who,hard rock
The Who,rock
The Police,album rock
The Police,classic rock
The Police,permanent wave
The Police,rock
Bon Jovi,glam metal
Bon Jovi,rock
Van Halen,album rock
Van Halen,classic rock
Van Halen,hard rock
Van Halen,rock
John Lennon,classic rock
John Lennon,rock
Nirvana,grunge
Nirvana,permanent wave
Nirvana,rock
The Doors,acid rock
The Doors,album rock
The Doors,classic rock
The Doors,hard rock
The Doors,psychedelic rock
The Doors,rock
U2,irish rock
U2,permanent wave
U2,rock
Electric Light Orchestra,album rock
Electric Light Orchestra,art rock
Electric Light Orchestra,beatlesque
Electric Light Orchestra,classic rock
Electric Light Orchestra,glam rock
Electric Light Orchestra,mellow gold
Electric Light Orchestra,rock
Electric Light Orchestra,soft rock
Electric Light Orchestra,symphonic rock
The Police,album rock
The Police,classic rock
The Police,permanent wave
The Police,rock
INXS,australian rock
INXS,dance rock
INXS,funk rock
INXS,new romantic
INXS,new wave
INXS,rock
Simple Minds,album rock
Simple Minds,dance rock
Simple Minds,new romantic
Simple Minds,new wave
Simple Minds,new wave pop
Simple Minds,rock
Simple Minds,scottish new wave
Simple Minds,soft rock
Duran Duran,album rock
Duran Duran,dance rock
Duran Duran,new romantic
Duran Duran,new wave
Duran Duran,new wave pop
Duran Duran,rock
Duran Duran,soft rock
Duran Duran,synthpop
The Cranberries,irish rock
The Cranberries,pop rock
The Cranberries,rock
U2,irish rock
U2,permanent wave
U2,rock
Pretenders,album rock
Pretenders,classic rock
Pretenders,mellow gold
Pretenders,new romantic
Pretenders,new wave
Pretenders,new wave pop
Pretenders,permanent wave
Pretenders,rock
Pretenders,soft rock
The Verve,britpop
The Verve,permanent wave
The Verve,rock
The Verve,shoegaze
Lenny Kravitz,permanent wave
Lenny Kravitz,rock
Men At Work,album rock
Men At Work,australian rock
Men At Work,classic rock
Men At Work,hard rock
Men At Work,heartland rock
Men At Work,mellow gold
Men At Work,new romantic
Men At Work,new wave
Men At Work,new wave pop
Men At Work,rock
Men At Work,soft rock
Billy Idol,album rock
Billy Idol,classic rock
Billy Idol,dance rock
Billy Idol,hard rock
Billy Idol,new romantic
Billy Idol,new wave
Billy Idol,new wave pop
Billy Idol,rock
Billy Idol,soft rock
Eurythmics,dance rock
Eurythmics,new romantic
Eurythmics,new wave
Eurythmics,new wave pop
Eurythmics,soft rock
Eurythmics,sophisti-pop
Eurythmics,synthpop
Tears For Fears,new romantic
Tears For Fears,new wave
Tears For Fears,new wave pop
Tears For Fears,permanent wave
Tears For Fears,rock
Tears For Fears,sophisti-pop
Tears For Fears,synthpop
The Cure,new wave
The Cure,permanent wave
The Cure,rock
The Cure,uk post-punk
Alanis Morissette,canadian pop
Alanis Morissette,canadian singer-songwriter
Alanis Morissette,lilith
Alanis Morissette,neo mellow
Alanis Morissette,pop rock
Alanis Morissette,singer-songwriter
Genesis,album rock
Genesis,art rock
Genesis,classic rock
Genesis,hard rock
Genesis,mellow gold
Genesis,progressive rock
Genesis,rock
Genesis,soft rock
Genesis,symphonic rock
"10,000 Maniacs",ectofolk
"10,000 Maniacs",lilith
"10,000 Maniacs",new wave
"10,000 Maniacs",new wave pop
"10,000 Maniacs",pop rock
"10,000 Maniacs",singer-songwriter
a-ha,new romantic
a-ha,new wave
a-ha,new wave pop
a-ha,permanent wave
a-ha,synthpop
The B-52's,album rock
The B-52's,classic rock
The B-52's,dance rock
The B-52's,new romantic
The B-52's,new wave
The B-52's,new wave pop
The B-52's,permanent wave
The B-52's,post-punk
The B-52's,rock
The B-52's,zolo
Peter Gabriel,album rock
Peter Gabriel,art rock
Peter Gabriel,classic rock
Peter Gabriel,mellow gold
Peter Gabriel,new romantic
Peter Gabriel,new wave
Peter Gabriel,permanent wave
Peter Gabriel,progressive rock
Peter Gabriel,rock
Peter Gabriel,singer-songwriter
Peter Gabriel,soft rock
James Blunt,neo mellow
The Calling,neo mellow
The Calling,pop rock
Vanessa Carlton,lilith
Vanessa Carlton,neo mellow
Vanessa Carlton,piano rock
Vanessa Carlton,pop rock
Vanessa Carlton,post-teen pop
Howie Day,neo mellow
Howie Day,pop rock
James Morrison,neo mellow
Daniel Bedingfield,europop
Daniel Bedingfield,talent show
Five For Fighting,neo mellow
Five For Fighting,piano rock
Five For Fighting,pop rock
Plain White T's,modern rock
Plain White T's,neo mellow
Plain White T's,neon pop punk
Plain White T's,pop punk
Plain White T's,pop rock
Natalie Imbruglia,dance pop
Natalie Imbruglia,europop
Natalie Imbruglia,lilith
Natalie Imbruglia,new wave pop
Natalie Imbruglia,pop rock
Ronan Keating,europop
Ronan Keating,talent show
Gavin DeGraw,neo mellow
Gavin DeGraw,pop rock
Colbie Caillat,dance pop
Colbie Caillat,neo mellow
Colbie Caillat,pop
Lifehouse,neo mellow
Lifehouse,pop rock
Lifehouse,post-grunge
A Great Big World,neo mellow
A Great Big World,piano rock
A Great Big World,pop rock
A Great Big World,viral pop
Edwin McCain,neo mellow
Edwin McCain,pop rock
Sixpence None The Richer,lilith
Sixpence None The Richer,pop rock
Snow Patrol,irish rock
Snow Patrol,modern rock
Snow Patrol,neo mellow
Snow Patrol,permanent wave
Snow Patrol,pop rock
Natasha Bedingfield,dance pop
Natasha Bedingfield,pop
Natasha Bedingfield,post-teen pop
Train,dance pop
Train,neo mellow
Train,pop
Train,pop rock
Savage Garden,boy band
Savage Garden,dance pop
Savage Garden,pop rock
Camila Cabello,dance pop
Camila Cabello,pop
Bebe Rexha,dance pop
Bebe Rexha,pop
Anne-Marie,pop
Ava Max,pop
Selena Gomez,pop
Selena Gomez,post-teen pop
Sia,australian dance
Sia,australian pop
Sia,pop
Katy Perry,pop
Rita Ora,dance pop
Rita Ora,pop
Rita Ora,uk pop
Zara Larsson,pop
Zara Larsson,scandipop
Zara Larsson,swedish electropop
Zara Larsson,swedish pop
Miley Cyrus,pop
Demi Lovato,pop
Demi Lovato,post-teen pop
Halsey,electropop
Halsey,etherpop
Halsey,indie poptimism
Halsey,pop
Ariana Grande,pop
Harry Styles,pop
Shawn Mendes,canadian pop
Shawn Mendes,pop
Shawn Mendes,viral pop
Little Mix,girl group
Little Mix,pop
Little Mix,talent show
Little Mix,uk pop
Ellie Goulding,indietronica
Ellie Goulding,metropopolis
Ellie Goulding,pop
Ellie Goulding,uk pop
Fifth Harmony,girl group
Fifth Harmony,pop
Fifth Harmony,talent show
Doja Cat,dance pop
Doja Cat,pop
Clean Bandit,pop
Clean Bandit,uk dance
Clean Bandit,uk funky
Natalie Imbruglia,dance pop
Natalie Imbruglia,europop
Natalie Imbruglia,lilith
Natalie Imbruglia,new wave pop
Natalie Imbruglia,pop rock
Alanis Morissette,canadian pop
Alanis Morissette,canadian singer-songwriter
Alanis Morissette,lilith
Alanis Morissette,neo mellow
Alanis Morissette,pop rock
Alanis Morissette,singer-songwriter
The Corrs,celtic rock
The Corrs,europop
The Corrs,pop rock
Sheryl Crow,lilith
Sheryl Crow,new wave pop
Sheryl Crow,permanent wave
Sheryl Crow,pop rock
Sheryl Crow,singer-songwriter
Sixpence None The Richer,lilith
Sixpence None The Richer,pop rock
Jewel,alaska indie
Jewel,ectofolk
Jewel,lilith
Jewel,permanent wave
Jewel,pop rock
Jewel,singer-songwriter
The Cardigans,lilith
The Cardigans,new wave pop
The Cardigans,permanent wave
The Cardigans,pop rock
The Cardigans,swedish pop
No Doubt,dance pop
No Doubt,dance rock
No Doubt,permanent wave
No Doubt,pop rock
No Doubt,rock
Savage Garden,boy band
Savage Garden,dance pop
Savage Garden,pop rock
Sarah McLachlan,canadian pop
Sarah McLachlan,canadian singer-songwriter
Sarah McLachlan,ectofolk
Sarah McLachlan,lilith
Sarah McLachlan,permanent wave
Sarah McLachlan,pop rock
Garbage,alternative rock
Garbage,dance rock
Garbage,electronic rock
Garbage,permanent wave
KT Tunstall,ectofolk
KT Tunstall,lilith
KT Tunstall,neo mellow
KT Tunstall,pop rock
KT Tunstall,scottish singer-songwriter
The Cranberries,irish rock
The Cranberries,pop rock
The Cranberries,rock
Sinéad O'Connor,lilith
Sinéad O'Connor,new wave pop
Sinéad O'Connor,singer-songwriter
Texas,new romantic
Texas,new wave pop
Texas,scottish rock
All Saints,dance pop
All Saints,europop
All Saints,girl group
All Saints,new wave pop
Annie Lennox,new romantic
Annie Lennox,new wave
Annie Lennox,new wave pop
Annie Lennox,singer-songwriter
Annie Lennox,soft rock
Annie Lennox,synthpop
Sophie Ellis-Bextor,dance pop
Sophie Ellis-Bextor,europop
Sophie Ellis-Bextor,new wave pop
Duffy,british soul
Lisa Loeb,ectofolk
Lisa Loeb,lilith
Lisa Loeb,new wave pop
Lisa Loeb,pop rock
Lisa Loeb,singer-songwriter
Maroon 5,pop
Jason Derulo,dance pop
Jason Derulo,pop
Ne-Yo,dance pop
Ne-Yo,pop
Ne-Yo,r&b
Ne-Yo,urban contemporary
Justin Timberlake,dance pop
Justin Timberlake,pop
Sam Smith,pop
Sam Smith,uk pop
Charlie Puth,pop
Charlie Puth,viral pop
Katy Perry,pop
Shawn Mendes,canadian pop
Shawn Mendes,pop
Shawn Mendes,viral pop
Alicia Keys,neo soul
Alicia Keys,pop
Alicia Keys,r&b
Adele,british soul
Adele,pop
Adele,pop soul
Adele,uk pop
Rihanna,barbadian pop
Rihanna,pop
Rihanna,urban contemporary
One Direction,boy band
One Direction,pop
One Direction,post-teen pop
One Direction,talent show
Jason Mraz,acoustic pop
Jason Mraz,dance pop
Jason Mraz,neo mellow
Jason Mraz,pop
OneRepublic,piano rock
OneRepublic,pop
Beyoncé,pop
Beyoncé,r&b
Ed Sheeran,pop
Ed Sheeran,singer-songwriter pop
Ed Sheeran,uk pop
Jessie J,dance pop
Jessie J,pop
Ariana Grande,pop
Michael Jackson,r&b
Michael Jackson,soul
Harry Styles,pop
Peter Tosh,reggae
Peter Tosh,roots reggae
Ziggy Marley,reggae
Ziggy Marley,roots reggae
The Wailers,reggae
The Wailers,roots reggae
The Wailers,ska
Jimmy Cliff,reggae
Jimmy Cliff,roots reggae
Damian Marley,reggae
Damian Marley,reggae fusion
Steel Pulse,reggae
Steel Pulse,roots reggae
Steel Pulse,uk reggae
Jimi Hendrix,acid rock
Jimi Hendrix,album rock
Jimi Hendrix,alternative rock
Jimi Hendrix,classic rock
Jimi Hendrix,hard rock
Jimi Hendrix,proto-metal
Jimi Hendrix,psychedelic rock
Jimi Hendrix,rock
Stephen Marley,reggae
Stephen Marley,roots reggae
UB40,reggae fusion
UB40,uk reggae
Gregory Isaacs,lovers rock
Gregory Isaacs,reggae
Gregory Isaacs,roots reggae
The Doors,acid rock
The Doors,album rock
The Doors,classic rock
The Doors,hard rock
The Doors,psychedelic rock
The Doors,rock
Israel Vibration,reggae
Israel Vibration,roots reggae
Bob Dylan,classic rock
Bob Dylan,country rock
Bob Dylan,folk
Bob Dylan,folk rock
Bob Dylan,rock
Bob Dylan,roots rock
Bob Dylan,singer-songwriter
Marvin Gaye,classic soul
Marvin Gaye,motown
Marvin Gaye,neo soul
Marvin Gaye,northern soul
Marvin Gaye,quiet storm
Marvin Gaye,soul
Stevie Wonder,motown
Stevie Wonder,soul
James Brown,funk
James Brown,soul
James Brown,vocal jazz
The Rolling Stones,album rock
The Rolling Stones,british invasion
The Rolling Stones,classic rock
The Rolling Stones,rock
Led Zeppelin,album rock
Led Zeppelin,classic rock
Led Zeppelin,hard rock
Led Zeppelin,rock
Janis Joplin,album rock
Janis Joplin,classic rock
Janis Joplin,hard rock
Janis Joplin,psychedelic rock
Janis Joplin,rock
B.B. King,blues
B.B. King,blues rock
B.B. King,classic rock
B.B. King,electric blues
B.B. King,jazz blues
B.B. King,soul blues
B.B. King,traditional blues
Makaha Sons of Ni'ihau,hawaiian
Keali'i Reichel,hawaiian
Keali'i Reichel,musique tahitienne
Hapa,hawaiian
Hapa,slack-key guitar
Hawaiian Style Band,hawaiian
Hawaiian Style Band,jawaiian
Willie K,hawaiian
Willie K,jawaiian
Makaha Sons,hawaiian
The Brothers Cazimero,hawaiian
The Brothers Cazimero,slack-key guitar
Robi Kahakalau,hawaiian
Kuana Torres Kahele,hawaiian
Kuana Torres Kahele,slack-key guitar
Ka’au Crater Boys,jawaiian
Ka’au Crater Boys,ukulele
Cecilio & Kapono,hawaiian
Dennis Pavao,hawaiian
Dennis Pavao,ukulele
Louis Armstrong,adult standards
Louis Armstrong,dixieland
Louis Armstrong,harlem renaissance
Louis Armstrong,jazz trumpet
Louis Armstrong,new orleans jazz
Louis Armstrong,soul
Louis Armstrong,swing
Louis Armstrong,vocal jazz
Gabby Pahinui,hula
Gabby Pahinui,slack-key guitar
Hui Ohana,hawaiian
John Cruz,slack-key guitar
Kapena,jawaiian
Bobby McFerrin,a cappella
Dennis Kamakahi,slack-key guitar
Keola & Kapono Beamer,hawaiian
Keola & Kapono Beamer,slack-key guitar
Liam Gallagher,britpop
Liam Gallagher,britpop revival
Liam Gallagher,solo wave
The Verve,britpop
The Verve,permanent wave
The Verve,rock
The Verve,shoegaze
Blur,alternative rock
Blur,britpop
Blur,madchester
Blur,permanent wave
Blur,rock
Noel Gallagher's High Flying Birds,britpop
The Stone Roses,britpop
The Stone Roses,dance rock
The Stone Roses,madchester
Stereophonics,britpop
Stereophonics,welsh rock
Kasabian,alternative rock
Kasabian,britpop
Kasabian,garage rock
Kasabian,leicester indie
Kasabian,modern rock
Kasabian,rock
Travis,britpop
Noel Gallagher,britpop
Noel Gallagher,solo wave
The Killers,alternative rock
The Killers,dance rock
The Killers,modern rock
The Killers,permanent wave
The Killers,rock
Kaiser Chiefs,modern rock
Pulp,alternative rock
Pulp,britpop
Pulp,permanent wave
Pulp,sheffield indie
Keane,neo mellow
Keane,piano rock
Keane,pop rock
Franz Ferdinand,alternative rock
Franz Ferdinand,dance rock
Franz Ferdinand,indie rock
Franz Ferdinand,modern rock
Franz Ferdinand,rock
Franz Ferdinand,scottish rock
Radiohead,alternative rock
Radiohead,art rock
Radiohead,melancholia
Radiohead,oxford indie
Radiohead,permanent wave
Radiohead,rock
Snow Patrol,irish rock
Snow Patrol,modern rock
Snow Patrol,neo mellow
Snow Patrol,permanent wave
Snow Patrol,pop rock
R.E.M.,alternative rock
R.E.M.,athens indie
R.E.M.,permanent wave
R.E.M.,rock
The Strokes,alternative rock
The Strokes,garage rock
The Strokes,modern rock
The Strokes,permanent wave
The Strokes,rock
Richard Ashcroft,britpop
Richard Ashcroft,solo wave
The Kooks,brighton indie
The Kooks,garage rock
The Kooks,modern rock
The Kooks,rock
The Bangles,album rock
The Bangles,jangle pop
The Bangles,new romantic
The Bangles,new wave
The Bangles,new wave pop
The Bangles,paisley underground
The Bangles,soft rock
Paula Abdul,dance pop
Paula Abdul,new wave pop
Paula Abdul,soft rock
Culture Club,new romantic
Culture Club,new wave
Culture Club,new wave pop
Culture Club,soft rock
Culture Club,synthpop
Bonnie Tyler,europop
Bonnie Tyler,new wave pop
Bonnie Tyler,soft rock
Cher,dance pop
Cher,pop
Belinda Carlisle,new romantic
Belinda Carlisle,new wave pop
Belinda Carlisle,soft rock
Bananarama,girl group
Bananarama,hi-nrg
Bananarama,new romantic
Bananarama,new wave
Bananarama,new wave pop
Bananarama,soft rock
Eurythmics,dance rock
Eurythmics,new romantic
Eurythmics,new wave
Eurythmics,new wave pop
Eurythmics,soft rock
Eurythmics,sophisti-pop
Eurythmics,synthpop
Laura Branigan,new romantic
Laura Branigan,new wave pop
Laura Branigan,soft rock
Laura Branigan,synthpop
Berlin,new romantic
Berlin,new wave pop
Berlin,synthpop
Tina Turner,soft rock
Irene Cara,disco
Irene Cara,new romantic
Irene Cara,new wave pop
Irene Cara,soft rock
Boy George,new romantic
Boy George,new wave
Boy George,new wave pop
Sheena Easton,mellow gold
Sheena Easton,minneapolis sound
Sheena Easton,new romantic
Sheena Easton,new wave pop
Sheena Easton,soft rock
Debbie Gibson,freestyle
Debbie Gibson,new wave pop
Debbie Gibson,soft rock
Kim Carnes,new romantic
Kim Carnes,new wave pop
Kim Carnes,soft rock
Bette Midler,adult standards
Bette Midler,new wave pop
Bette Midler,soft rock
Wilson Phillips,girl group
Wilson Phillips,mellow gold
Wilson Phillips,new wave pop
Wilson Phillips,soft rock
Tiffany,new wave pop
Tiffany,soft rock
Annie Lennox,new romantic
Annie Lennox,new wave
Annie Lennox,new wave pop
Annie Lennox,singer-songwriter
Annie Lennox,soft rock
Annie Lennox,synthpop
Foo Fighters,alternative metal
Foo Fighters,alternative rock
Foo Fighters,modern rock
Foo Fighters,permanent wave
Foo Fighters,post-grunge
Foo Fighters,rock
Rage Against The Machine,alternative metal
Rage Against The Machine,alternative rock
Rage Against The Machine,conscious hip hop
Rage Against The Machine,funk metal
Rage Against The Machine,hard rock
Rage Against The Machine,nu metal
Rage Against The Machine,political hip hop
Rage Against The Machine,post-grunge
Rage Against The Machine,rap metal
Rage Against The Machine,rap rock
Rage Against The Machine,rock
Audioslave,alternative metal
Audioslave,alternative rock
Audioslave,grunge
Audioslave,hard rock
Audioslave,nu metal
Audioslave,permanent wave
Audioslave,post-grunge
Audioslave,rock
Audioslave,supergroup
Pearl Jam,alternative metal
Pearl Jam,alternative rock
Pearl Jam,classic rock
Pearl Jam,grunge
Pearl Jam,hard rock
Pearl Jam,permanent wave
Pearl Jam,rock
The Smashing Pumpkins,alternative metal
The Smashing Pumpkins,alternative rock
The Smashing Pumpkins,grunge
The Smashing Pumpkins,permanent wave
The Smashing Pumpkins,rock
The Smashing Pumpkins,spacegrunge
Nirvana,grunge
Nirvana,permanent wave
Nirvana,rock
Soundgarden,alternative metal
Soundgarden,alternative rock
Soundgarden,classic rock
Soundgarden,grunge
Soundgarden,hard rock
Soundgarden,nu metal
Soundgarden,rock
The Offspring,alternative metal
The Offspring,permanent wave
The Offspring,post-grunge
The Offspring,punk
The Offspring,rock
The Offspring,skate punk
The Offspring,socal pop punk
Incubus,alternative metal
Incubus,alternative rock
Incubus,funk metal
Incubus,funk rock
Incubus,nu metal
Incubus,post-grunge
Incubus,rock
Stone Temple Pilots,alternative metal
Stone Temple Pilots,alternative rock
Stone Temple Pilots,classic rock
Stone Temple Pilots,grunge
Stone Temple Pilots,hard rock
Stone Temple Pilots,nu metal
Stone Temple Pilots,post-grunge
Stone Temple Pilots,rock
Alice In Chains,alternative metal
Alice In Chains,alternative rock
Alice In Chains,grunge
Alice In Chains,hard rock
Alice In Chains,nu metal
Alice In Chains,rock
Green Day,modern rock
Green Day,permanent wave
Green Day,punk
Green Day,rock
Led Zeppelin,album rock
Led Zeppelin,classic rock
Led Zeppelin,hard rock
Led Zeppelin,rock
System Of A Down,alternative metal
System Of A Down,nu metal
System Of A Down,rap metal
System Of A Down,rock
Jimi Hendrix,acid rock
Jimi Hendrix,album rock
Jimi Hendrix,alternative rock
Jimi Hendrix,classic rock
Jimi Hendrix,hard rock
Jimi Hendrix,proto-metal
Jimi Hendrix,psychedelic rock
Jimi Hendrix,rock
Queens of the Stone Age,alternative metal
Queens of the Stone Age,alternative rock
Queens of the Stone Age,grunge
Queens of the Stone Age,modern rock
Queens of the Stone Age,palm desert scene
Queens of the Stone Age,rock
Queens of the Stone Age,stoner metal
Queens of the Stone Age,stoner rock
blink-182,alternative metal
blink-182,modern rock
blink-182,pop punk
blink-182,punk
blink-182,rock
blink-182,socal pop punk
The White Stripes,alternative rock
The White Stripes,blues rock
The White Stripes,detroit rock
The White Stripes,garage rock
The White Stripes,modern blues rock
The White Stripes,permanent wave
The White Stripes,punk blues
The White Stripes,rock
Limp Bizkit,alternative metal
Limp Bizkit,funk metal
Limp Bizkit,nu metal
Limp Bizkit,post-grunge
Limp Bizkit,rap metal
Limp Bizkit,rock
Aerosmith,album rock
Aerosmith,classic rock
Aerosmith,hard rock
Aerosmith,rock
OneRepublic,piano rock
OneRepublic,pop
Oasis,beatlesque
Oasis,britpop
Oasis,madchester
Oasis,permanent wave
Oasis,rock
Maroon 5,pop
Keane,neo mellow
Keane,piano rock
Keane,pop rock
U2,irish rock
U2,permanent wave
U2,rock
Imagine Dragons,modern rock
Imagine Dragons,pop
Imagine Dragons,rock
Snow Patrol,irish rock
Snow Patrol,modern rock
Snow Patrol,neo mellow
Snow Patrol,permanent wave
Snow Patrol,pop rock
The Chainsmokers,pop
The Script,celtic rock
The Script,pop
Calvin Harris,dance pop
Calvin Harris,edm
Calvin Harris,electro house
Calvin Harris,house
Calvin Harris,pop
Calvin Harris,pop dance
Calvin Harris,progressive house
Calvin Harris,uk dance
Adele,british soul
Adele,pop
Adele,pop soul
Adele,uk pop
Avicii,dance pop
Avicii,edm
Avicii,pop
Avicii,pop dance
Sia,australian dance
Sia,australian pop
Sia,pop
Bruno Mars,dance pop
Bruno Mars,pop
Queen,classic rock
Queen,glam rock
Queen,rock
Sam Smith,pop
Sam Smith,uk pop
Twenty One Pilots,modern rock
Twenty One Pilots,pop
Twenty One Pilots,pov: indie
Twenty One Pilots,rock
Ed Sheeran,pop
Ed Sheeran,singer-songwriter pop
Ed Sheeran,uk pop
The Killers,alternative rock
The Killers,dance rock
The Killers,modern rock
The Killers,permanent wave
The Killers,rock
David Guetta,big room
David Guetta,dance pop
David Guetta,edm
David Guetta,pop
David Guetta,pop dance
Dean Martin,adult standards
Dean Martin,easy listening
Dean Martin,lounge
Dean Martin,vocal jazz
Nat King Cole,adult standards
Nat King Cole,lounge
Nat King Cole,soul
Nat King Cole,swing
Nat King Cole,vocal jazz
Louis Armstrong,adult standards
Louis Armstrong,dixieland
Louis Armstrong,harlem renaissance
Louis Armstrong,jazz trumpet
Louis Armstrong,new orleans jazz
Louis Armstrong,soul
Louis Armstrong,swing
Louis Armstrong,vocal jazz
Tony Bennett,adult standards
Tony Bennett,easy listening
Tony Bennett,lounge
Tony Bennett,vocal jazz
Sammy Davis Jr.,adult standards
Sammy Davis Jr.,easy listening
Sammy Davis Jr.,lounge
Sammy Davis Jr.,vocal jazz
Ella Fitzgerald,adult standards
Ella Fitzgerald,jazz
Ella Fitzgerald,jazz blues
Ella Fitzgerald,soul
Ella Fitzgerald,swing
Ella Fitzgerald,vocal jazz
Bobby Darin,adult standards
Bobby Darin,easy listening
Bobby Darin,lounge
Bobby Darin,rock-and-roll
Bobby Darin,vocal jazz
Bing Crosby,adult standards
Bing Crosby,easy listening
Bing Crosby,lounge
Perry Como,adult standards
Perry Como,easy listening
Perry Como,lounge
Elvis Presley,rock-and-roll
Elvis Presley,rockabilly
Billie Holiday,adult standards
Billie Holiday,harlem renaissance
Billie Holiday,jazz
Billie Holiday,jazz blues
Billie Holiday,soul
Billie Holiday,swing
Billie Holiday,torch song
Billie Holiday,vocal jazz
Ray Charles,classic soul
Ray Charles,jazz blues
Ray Charles,piano blues
Ray Charles,soul
Ray Charles,soul blues
Ray Charles,vocal jazz
Michael Bublé,adult standards
Michael Bublé,canadian pop
Michael Bublé,jazz pop
Michael Bublé,lounge
Andy Williams,adult standards
Andy Williams,easy listening
Doris Day,adult standards
Doris Day,easy listening
Doris Day,lounge
