Any;Valor;Sector;;;;
jul-17;97,397;Parament de casa;;;;
jun-17;98,341;Parament de casa;;;;
may-17;98,333;Parament de casa;;;;
abr-17;98,07;Parament de casa;;;;
mar-17;97,836;Parament de casa;;;;
feb-17;97,637;Parament de casa;;;;
ene-17;97,832;Parament de casa;;;;
dic-16;98,676;Parament de casa;;;;
nov-16;98,755;Parament de casa;;;;
oct-16;98,513;Parament de casa;;;;
sep-16;98,179;Parament de casa;;;;
ago-16;97,95;Parament de casa;;;;
jul-16;97,993;Parament de casa;;;;
jun-16;98,752;Parament de casa;;;;
may-16;98,716;Parament de casa;;;;
abr-16;98,471;Parament de casa;;;;
mar-16;98,256;Parament de casa;;;;
feb-16;97,984;Parament de casa;;;;
ene-16;97,985;Parament de casa;;;;
dic-15;98,672;Parament de casa;;;;
nov-15;98,576;Parament de casa;;;;
oct-15;98,392;Parament de casa;;;;
sep-15;98,052;Parament de casa;;;;
ago-15;97,843;Parament de casa;;;;
jul-15;97,837;Parament de casa;;;;
jun-15;98,593;Parament de casa;;;;
may-15;98,466;Parament de casa;;;;
abr-15;98,234;Parament de casa;;;;
mar-15;97,999;Parament de casa;;;;
feb-15;97,83;Parament de casa;;;;
ene-15;97,872;Parament de casa;;;;
dic-14;98,562;Parament de casa;;;;
nov-14;98,521;Parament de casa;;;;
oct-14;98,328;Parament de casa;;;;
sep-14;98,165;Parament de casa;;;;
ago-14;97,973;Parament de casa;;;;
jul-14;97,947;Parament de casa;;;;
jun-14;98,794;Parament de casa;;;;
may-14;98,81;Parament de casa;;;;
abr-14;98,705;Parament de casa;;;;
mar-14;98,529;Parament de casa;;;;
feb-14;98,312;Parament de casa;;;;
ene-14;98,362;Parament de casa;;;;
dic-13;99,187;Parament de casa;;;;
nov-13;99,161;Parament de casa;;;;
oct-13;98,955;Parament de casa;;;;
sep-13;98,735;Parament de casa;;;;
ago-13;98,475;Parament de casa;;;;
jul-13;98,53;Parament de casa;;;;
jun-13;99,678;Parament de casa;;;;
may-13;99,581;Parament de casa;;;;
abr-13;99,222;Parament de casa;;;;
mar-13;98,793;Parament de casa;;;;
feb-13;98,609;Parament de casa;;;;
ene-13;98,581;Parament de casa;;;;
dic-12;99,362;Parament de casa;;;;
nov-12;99,248;Parament de casa;;;;
oct-12;98,954;Parament de casa;;;;
sep-12;98,102;Parament de casa;;;;
ago-12;97,294;Parament de casa;;;;
jul-12;97,186;Parament de casa;;;;
jun-12;98,263;Parament de casa;;;;
may-12;98,182;Parament de casa;;;;
abr-12;97,902;Parament de casa;;;;
mar-12;97,516;Parament de casa;;;;
feb-12;97,252;Parament de casa;;;;
ene-12;97,31;Parament de casa;;;;
dic-11;98,209;Parament de casa;;;;
nov-11;98,073;Parament de casa;;;;
oct-11;97,718;Parament de casa;;;;
sep-11;97,252;Parament de casa;;;;
ago-11;96,939;Parament de casa;;;;
jul-11;96,875;Parament de casa;;;;
jun-11;97,656;Parament de casa;;;;
may-11;97,476;Parament de casa;;;;
abr-11;97,076;Parament de casa;;;;
mar-11;96,559;Parament de casa;;;;
feb-11;96,236;Parament de casa;;;;
ene-11;96,272;Parament de casa;;;;
dic-10;97,108;Parament de casa;;;;
nov-10;96,924;Parament de casa;;;;
oct-10;96,715;Parament de casa;;;;
sep-10;96,275;Parament de casa;;;;
ago-10;95,92;Parament de casa;;;;
jul-10;95,841;Parament de casa;;;;
jun-10;96,234;Parament de casa;;;;
may-10;96,151;Parament de casa;;;;
abr-10;95,924;Parament de casa;;;;
mar-10;95,604;Parament de casa;;;;
feb-10;95,335;Parament de casa;;;;
ene-10;95,322;Parament de casa;;;;
dic-09;96,181;Parament de casa;;;;
nov-09;96,086;Parament de casa;;;;
oct-09;95,849;Parament de casa;;;;
sep-09;95,522;Parament de casa;;;;
ago-09;95,297;Parament de casa;;;;
jul-09;95,169;Parament de casa;;;;
jun-09;96,026;Parament de casa;;;;
may-09;95,981;Parament de casa;;;;
abr-09;95,702;Parament de casa;;;;
mar-09;95,204;Parament de casa;;;;
feb-09;94,899;Parament de casa;;;;
ene-09;94,769;Parament de casa;;;;
dic-08;95,415;Parament de casa;;;;
nov-08;95,257;Parament de casa;;;;
oct-08;94,888;Parament de casa;;;;
sep-08;94,432;Parament de casa;;;;
ago-08;94,1;Parament de casa;;;;
jul-08;94,078;Parament de casa;;;;
jun-08;94,665;Parament de casa;;;;
may-08;94,427;Parament de casa;;;;
abr-08;93,997;Parament de casa;;;;
mar-08;93,301;Parament de casa;;;;
feb-08;92,869;Parament de casa;;;;
ene-08;92,783;Parament de casa;;;;
dic-07;92,973;Parament de casa;;;;
nov-07;92,691;Parament de casa;;;;
oct-07;92,388;Parament de casa;;;;
sep-07;92,006;Parament de casa;;;;
ago-07;91,776;Parament de casa;;;;
jul-07;91,8;Parament de casa;;;;
jun-07;92,382;Parament de casa;;;;
may-07;92,087;Parament de casa;;;;
abr-07;91,707;Parament de casa;;;;
mar-07;90,989;Parament de casa;;;;
feb-07;90,53;Parament de casa;;;;
ene-07;90,512;Parament de casa;;;;
dic-06;90,678;Parament de casa;;;;
nov-06;90,495;Parament de casa;;;;
oct-06;90,116;Parament de casa;;;;
sep-06;89,778;Parament de casa;;;;
ago-06;89,487;Parament de casa;;;;
jul-06;89,425;Parament de casa;;;;
jun-06;90,005;Parament de casa;;;;
may-06;89,771;Parament de casa;;;;
abr-06;89,345;Parament de casa;;;;
mar-06;88,692;Parament de casa;;;;
feb-06;88,261;Parament de casa;;;;
ene-06;87,997;Parament de casa;;;;
dic-05;88,345;Parament de casa;;;;
nov-05;88,126;Parament de casa;;;;
oct-05;87,8;Parament de casa;;;;
sep-05;87,457;Parament de casa;;;;
ago-05;87,132;Parament de casa;;;;
jul-05;87,097;Parament de casa;;;;
jun-05;87,77;Parament de casa;;;;
may-05;87,479;Parament de casa;;;;
abr-05;87,02;Parament de casa;;;;
mar-05;86,469;Parament de casa;;;;
feb-05;86,218;Parament de casa;;;;
ene-05;86,092;Parament de casa;;;;
dic-04;86,468;Parament de casa;;;;
nov-04;86,226;Parament de casa;;;;
oct-04;85,906;Parament de casa;;;;
sep-04;85,507;Parament de casa;;;;
ago-04;85,373;Parament de casa;;;;
jul-04;85,394;Parament de casa;;;;
jun-04;85,881;Parament de casa;;;;
may-04;85,639;Parament de casa;;;;
abr-04;85,308;Parament de casa;;;;
mar-04;84,793;Parament de casa;;;;
feb-04;84,465;Parament de casa;;;;
ene-04;84,443;Parament de casa;;;;
dic-03;84,979;Parament de casa;;;;
nov-03;84,853;Parament de casa;;;;
oct-03;84,58;Parament de casa;;;;
sep-03;84,255;Parament de casa;;;;
ago-03;83,999;Parament de casa;;;;
jul-03;84,007;Parament de casa;;;;
jun-03;84,588;Parament de casa;;;;
may-03;84,423;Parament de casa;;;;
abr-03;84,066;Parament de casa;;;;
mar-03;83,588;Parament de casa;;;;
feb-03;83,252;Parament de casa;;;;
ene-03;83,1;Parament de casa;;;;
dic-02;83,529;Parament de casa;;;;
nov-02;83,269;Parament de casa;;;;
oct-02;83,055;Parament de casa;;;;
sep-02;82,643;Parament de casa;;;;
ago-02;82,37;Parament de casa;;;;
jul-02;82,358;Parament de casa;;;;
jun-02;82,92;Parament de casa;;;;
may-02;82,686;Parament de casa;;;;
abr-02;82,336;Parament de casa;;;;
mar-02;81,819;Parament de casa;;;;
feb-02;81,475;Parament de casa;;;;
ene-02;81,4;Parament de casa;;;;
abr-24;104,9;Medicina;;;;
mar-24;104,598;Medicina;;;;
feb-24;104,269;Medicina;;;;
ene-24;103,942;Medicina;;;;
dic-23;103,748;Medicina;;;;
nov-23;103,655;Medicina;;;;
oct-23;103,527;Medicina;;;;
sep-23;103,483;Medicina;;;;
ago-23;103,347;Medicina;;;;
jul-23;103,306;Medicina;;;;
jun-23;103,073;Medicina;;;;
may-23;102,858;Medicina;;;;
abr-23;102,722;Medicina;;;;
mar-23;102,424;Medicina;;;;
feb-23;102,051;Medicina;;;;
ene-23;101,743;Medicina;;;;
dic-22;101,507;Medicina;;;;
nov-22;101,493;Medicina;;;;
oct-22;101,303;Medicina;;;;
sep-22;101,332;Medicina;;;;
ago-22;101,198;Medicina;;;;
jul-22;101,225;Medicina;;;;
jun-22;101,093;Medicina;;;;
may-22;101,073;Medicina;;;;
abr-22;101,074;Medicina;;;;
mar-22;100,852;Medicina;;;;
feb-22;100,575;Medicina;;;;
ene-22;100,5;Medicina;;;;
dic-21;100,499;Medicina;;;;
nov-21;100,297;Medicina;;;;
oct-21;100,182;Medicina;;;;
sep-21;100,193;Medicina;;;;
ago-21;100,126;Medicina;;;;
jul-21;100,145;Medicina;;;;
jun-21;100,037;Medicina;;;;
may-21;99,85;Medicina;;;;
abr-21;99,753;Medicina;;;;
mar-21;99,714;Medicina;;;;
feb-21;99,583;Medicina;;;;
ene-21;99,62;Medicina;;;;
dic-20;99,649;Medicina;;;;
nov-20;99,543;Medicina;;;;
oct-20;99,328;Medicina;;;;
sep-20;99,404;Medicina;;;;
ago-20;99,431;Medicina;;;;
jul-20;99,499;Medicina;;;;
jun-20;99,292;Medicina;;;;
may-20;99,264;Medicina;;;;
abr-20;99,145;Medicina;;;;
mar-20;99,1;Medicina;;;;
feb-20;99,065;Medicina;;;;
ene-20;99,149;Medicina;;;;
dic-19;99,165;Medicina;;;;
nov-19;99,14;Medicina;;;;
oct-19;99,078;Medicina;;;;
sep-19;98,984;Medicina;;;;
ago-19;98,933;Medicina;;;;
jul-19;99,053;Medicina;;;;
jun-19;99;Medicina;;;;
may-19;98,991;Medicina;;;;
abr-19;98,927;Medicina;;;;
mar-19;98,791;Medicina;;;;
feb-19;98,715;Medicina;;;;
ene-19;98,694;Medicina;;;;
dic-18;98,637;Medicina;;;;
nov-18;98,55;Medicina;;;;
oct-18;98,256;Medicina;;;;
sep-18;98,089;Medicina;;;;
ago-18;98,034;Medicina;;;;
jul-18;98,201;Medicina;;;;
jun-18;98,306;Medicina;;;;
may-18;98,253;Medicina;;;;
abr-18;97,992;Medicina;;;;
mar-18;97,903;Medicina;;;;
feb-18;97,819;Medicina;;;;
ene-18;97,848;Medicina;;;;
dic-17;97,804;Medicina;;;;
nov-17;97,759;Medicina;;;;
oct-17;97,846;Medicina;;;;
sep-17;97,956;Medicina;;;;
ago-17;97,988;Medicina;;;;
jul-17;98,119;Medicina;;;;
jun-17;98,075;Medicina;;;;
may-17;98,071;Medicina;;;;
abr-17;97,904;Medicina;;;;
mar-17;97,751;Medicina;;;;
feb-17;97,621;Medicina;;;;
ene-17;97,551;Medicina;;;;
dic-16;97,403;Medicina;;;;
nov-16;97,337;Medicina;;;;
oct-16;97,316;Medicina;;;;
sep-16;97,2;Medicina;;;;
ago-16;97,29;Medicina;;;;
jul-16;97,247;Medicina;;;;
jun-16;97,232;Medicina;;;;
may-16;97,17;Medicina;;;;
abr-16;97,103;Medicina;;;;
mar-16;96,889;Medicina;;;;
feb-16;96,8;Medicina;;;;
ene-16;96,828;Medicina;;;;
dic-15;97,531;Medicina;;;;
nov-15;97,539;Medicina;;;;
oct-15;97,504;Medicina;;;;
sep-15;97,421;Medicina;;;;
ago-15;97,372;Medicina;;;;
jul-15;97,424;Medicina;;;;
jun-15;97,358;Medicina;;;;
may-15;97,331;Medicina;;;;
abr-15;97,308;Medicina;;;;
mar-15;97,403;Medicina;;;;
feb-15;97,294;Medicina;;;;
ene-15;97,175;Medicina;;;;
dic-14;97,029;Medicina;;;;
nov-14;97,156;Medicina;;;;
oct-14;97,22;Medicina;;;;
sep-14;97,094;Medicina;;;;
ago-14;97,346;Medicina;;;;
jul-14;97,276;Medicina;;;;
jun-14;97,396;Medicina;;;;
may-14;97,356;Medicina;;;;
abr-14;97,336;Medicina;;;;
mar-14;97,362;Medicina;;;;
feb-14;97,173;Medicina;;;;
ene-14;97,271;Medicina;;;;
dic-13;97,244;Medicina;;;;
nov-13;97,431;Medicina;;;;
oct-13;97,463;Medicina;;;;
sep-13;97,436;Medicina;;;;
ago-13;97,477;Medicina;;;;
jul-13;97,474;Medicina;;;;
jun-13;97,286;Medicina;;;;
may-13;97,239;Medicina;;;;
abr-13;96,806;Medicina;;;;
mar-13;96,815;Medicina;;;;
feb-13;96,792;Medicina;;;;
ene-13;96,032;Medicina;;;;
dic-12;97,2;Medicina;;;;
nov-12;97,286;Medicina;;;;
oct-12;97,253;Medicina;;;;
sep-12;97,056;Medicina;;;;
ago-12;93,359;Medicina;;;;
jul-12;94,022;Medicina;;;;
jun-12;85,69;Medicina;;;;
may-12;85,687;Medicina;;;;
abr-12;85,696;Medicina;;;;
mar-12;85,748;Medicina;;;;
feb-12;85,753;Medicina;;;;
ene-12;85,699;Medicina;;;;
dic-11;85,806;Medicina;;;;
nov-11;85,748;Medicina;;;;
oct-11;87,998;Medicina;;;;
sep-11;87,839;Medicina;;;;
ago-11;87,781;Medicina;;;;
jul-11;88,205;Medicina;;;;
jun-11;88,307;Medicina;;;;
may-11;88,2;Medicina;;;;
abr-11;88,298;Medicina;;;;
mar-11;88,411;Medicina;;;;
feb-11;88,298;Medicina;;;;
ene-11;88,267;Medicina;;;;
dic-10;88,301;Medicina;;;;
nov-10;88,271;Medicina;;;;
oct-10;88,451;Medicina;;;;
sep-10;88,836;Medicina;;;;
ago-10;88,847;Medicina;;;;
jul-10;88,825;Medicina;;;;
jun-10;88,824;Medicina;;;;
may-10;88,83;Medicina;;;;
abr-10;89,492;Medicina;;;;
mar-10;89,513;Medicina;;;;
feb-10;89,603;Medicina;;;;
ene-10;89,542;Medicina;;;;
dic-09;89,4;Medicina;;;;
nov-09;89,383;Medicina;;;;
oct-09;89,342;Medicina;;;;
sep-09;89,309;Medicina;;;;
ago-09;89,21;Medicina;;;;
jul-09;89,212;Medicina;;;;
jun-09;89,177;Medicina;;;;
may-09;89,168;Medicina;;;;
abr-09;91,075;Medicina;;;;
mar-09;90,781;Medicina;;;;
feb-09;90,909;Medicina;;;;
ene-09;90,732;Medicina;;;;
dic-08;90,571;Medicina;;;;
nov-08;90,645;Medicina;;;;
oct-08;90,562;Medicina;;;;
sep-08;90,416;Medicina;;;;
ago-08;90,367;Medicina;;;;
jul-08;90,326;Medicina;;;;
jun-08;90,083;Medicina;;;;
may-08;89,951;Medicina;;;;
abr-08;90,475;Medicina;;;;
mar-08;89,938;Medicina;;;;
feb-08;90,993;Medicina;;;;
ene-08;90,668;Medicina;;;;
dic-07;90,288;Medicina;;;;
nov-07;90,197;Medicina;;;;
oct-07;90,11;Medicina;;;;
sep-07;89,905;Medicina;;;;
ago-07;89,895;Medicina;;;;
jul-07;89,864;Medicina;;;;
jun-07;89,689;Medicina;;;;
may-07;89,594;Medicina;;;;
abr-07;89,447;Medicina;;;;
mar-07;89,112;Medicina;;;;
feb-07;92,666;Medicina;;;;
ene-07;92,417;Medicina;;;;
dic-06;92,206;Medicina;;;;
nov-06;92,129;Medicina;;;;
oct-06;92,04;Medicina;;;;
sep-06;91,954;Medicina;;;;
ago-06;91,914;Medicina;;;;
jul-06;91,887;Medicina;;;;
jun-06;91,674;Medicina;;;;
may-06;91,482;Medicina;;;;
abr-06;91,352;Medicina;;;;
mar-06;90,997;Medicina;;;;
feb-06;91,307;Medicina;;;;
ene-06;90,946;Medicina;;;;
dic-05;90,703;Medicina;;;;
nov-05;90,709;Medicina;;;;
oct-05;90,666;Medicina;;;;
sep-05;90,66;Medicina;;;;
ago-05;90,597;Medicina;;;;
jul-05;90,563;Medicina;;;;
jun-05;90,472;Medicina;;;;
may-05;90,331;Medicina;;;;
abr-05;90,164;Medicina;;;;
mar-05;89,717;Medicina;;;;
feb-05;90,374;Medicina;;;;
ene-05;90,337;Medicina;;;;
dic-04;90,067;Medicina;;;;
nov-04;89,997;Medicina;;;;
oct-04;89,926;Medicina;;;;
sep-04;89,876;Medicina;;;;
ago-04;89,829;Medicina;;;;
jul-04;89,751;Medicina;;;;
jun-04;89,59;Medicina;;;;
may-04;89,444;Medicina;;;;
abr-04;89,402;Medicina;;;;
mar-04;89,142;Medicina;;;;
feb-04;88,951;Medicina;;;;
ene-04;90,115;Medicina;;;;
dic-03;89,859;Medicina;;;;
nov-03;89,856;Medicina;;;;
oct-03;89,771;Medicina;;;;
sep-03;89,7;Medicina;;;;
ago-03;89,649;Medicina;;;;
jul-03;89,602;Medicina;;;;
jun-03;89,479;Medicina;;;;
may-03;89,395;Medicina;;;;
abr-03;89,297;Medicina;;;;
mar-03;88,641;Medicina;;;;
feb-03;88,403;Medicina;;;;
ene-03;88,385;Medicina;;;;
dic-02;88,103;Medicina;;;;
nov-02;88,028;Medicina;;;;
oct-02;87,934;Medicina;;;;
sep-02;87,79;Medicina;;;;
ago-02;87,726;Medicina;;;;
jul-02;87,7;Medicina;;;;
jun-02;87,501;Medicina;;;;
may-02;87,212;Medicina;;;;
abr-02;87,665;Medicina;;;;
mar-02;87,21;Medicina;;;;
feb-02;86,844;Medicina;;;;
ene-02;86,3;Medicina;;;;
abr-24;114,355;Transports;;;;
mar-24;113,628;Transports;;;;
feb-24;113,057;Transports;;;;
ene-24;111,269;Transports;;;;
dic-23;111,137;Transports;;;;
nov-23;112,508;Transports;;;;
oct-23;114,176;Transports;;;;
sep-23;115,17;Transports;;;;
ago-23;113,997;Transports;;;;
jul-23;110,807;Transports;;;;
jun-23;110,153;Transports;;;;
may-23;109,471;Transports;;;;
abr-23;111,156;Transports;;;;
mar-23;110,399;Transports;;;;
feb-23;110,398;Transports;;;;
ene-23;111,388;Transports;;;;
dic-22;106,957;Transports;;;;
nov-22;112,539;Transports;;;;
oct-22;112,593;Transports;;;;
sep-22;110,984;Transports;;;;
ago-22;112,614;Transports;;;;
jul-22;116,952;Transports;;;;
jun-22;119,21;Transports;;;;
may-22;113,642;Transports;;;;
abr-22;110,466;Transports;;;;
mar-22;116,015;Transports;;;;
feb-22;108,36;Transports;;;;
ene-22;105,464;Transports;;;;
dic-21;103,494;Transports;;;;
nov-21;104,452;Transports;;;;
oct-21;103,442;Transports;;;;
sep-21;101,446;Transports;;;;
ago-21;100,971;Transports;;;;
jul-21;100,681;Transports;;;;
jun-21;100,015;Transports;;;;
may-21;98,943;Transports;;;;
abr-21;97,889;Transports;;;;
mar-21;97,828;Transports;;;;
feb-21;96,076;Transports;;;;
ene-21;94,764;Transports;;;;
dic-20;93,328;Transports;;;;
nov-20;91,994;Transports;;;;
oct-20;92,101;Transports;;;;
sep-20;92,374;Transports;;;;
ago-20;92,825;Transports;;;;
jul-20;92,824;Transports;;;;
jun-20;91,86;Transports;;;;
may-20;90,44;Transports;;;;
abr-20;91,173;Transports;;;;
mar-20;94,243;Transports;;;;
feb-20;97,272;Transports;;;;
ene-20;97,926;Transports;;;;
dic-19;97,617;Transports;;;;
nov-19;96,952;Transports;;;;
oct-19;97,071;Transports;;;;
sep-19;97,252;Transports;;;;
ago-19;97,098;Transports;;;;
jul-19;97,19;Transports;;;;
jun-19;96,911;Transports;;;;
may-19;98,267;Transports;;;;
abr-19;97,82;Transports;;;;
mar-19;96,571;Transports;;;;
feb-19;95,51;Transports;;;;
ene-19;94,141;Transports;;;;
dic-18;93,823;Transports;;;;
nov-18;96,533;Transports;;;;
oct-18;97,884;Transports;;;;
sep-18;97,256;Transports;;;;
ago-18;96,861;Transports;;;;
jul-18;96,712;Transports;;;;
jun-18;96,902;Transports;;;;
may-18;96,553;Transports;;;;
abr-18;94,816;Transports;;;;
mar-18;93,743;Transports;;;;
feb-18;93,811;Transports;;;;
ene-18;94,355;Transports;;;;
dic-17;93,593;Transports;;;;
nov-17;93,446;Transports;;;;
oct-17;92,604;Transports;;;;
sep-17;92,612;Transports;;;;
ago-17;92,044;Transports;;;;
jul-17;91,305;Transports;;;;
jun-17;91,351;Transports;;;;
may-17;91,896;Transports;;;;
abr-17;92,937;Transports;;;;
mar-17;92,481;Transports;;;;
feb-17;92,822;Transports;;;;
ene-17;92,687;Transports;;;;
dic-16;91,812;Transports;;;;
nov-16;90,31;Transports;;;;
oct-16;90,631;Transports;;;;
sep-16;89,6;Transports;;;;
ago-16;89,11;Transports;;;;
jul-16;89,156;Transports;;;;
jun-16;89,737;Transports;;;;
may-16;88,868;Transports;;;;
abr-16;87,544;Transports;;;;
mar-16;86,843;Transports;;;;
feb-16;85,547;Transports;;;;
ene-16;86,161;Transports;;;;
dic-15;87,719;Transports;;;;
nov-15;89,097;Transports;;;;
oct-15;89,096;Transports;;;;
sep-15;89,618;Transports;;;;
ago-15;90,829;Transports;;;;
jul-15;92,954;Transports;;;;
jun-15;93,455;Transports;;;;
may-15;93,477;Transports;;;;
abr-15;92,216;Transports;;;;
mar-15;91,683;Transports;;;;
feb-15;89,732;Transports;;;;
ene-15;87,798;Transports;;;;
dic-14;90,241;Transports;;;;
nov-14;93,444;Transports;;;;
oct-14;94,502;Transports;;;;
sep-14;95,741;Transports;;;;
ago-14;96,009;Transports;;;;
jul-14;96,283;Transports;;;;
jun-14;96,104;Transports;;;;
may-14;95,563;Transports;;;;
abr-14;95,466;Transports;;;;
mar-14;95,056;Transports;;;;
feb-14;95,062;Transports;;;;
ene-14;95,09;Transports;;;;
dic-13;95,53;Transports;;;;
nov-13;95,075;Transports;;;;
oct-13;95,528;Transports;;;;
sep-13;96,727;Transports;;;;
ago-13;96,442;Transports;;;;
jul-13;96,152;Transports;;;;
jun-13;95,028;Transports;;;;
may-13;94,774;Transports;;;;
abr-13;95,571;Transports;;;;
mar-13;96,298;Transports;;;;
feb-13;96,841;Transports;;;;
ene-13;95,51;Transports;;;;
dic-12;94,612;Transports;;;;
nov-12;94,766;Transports;;;;
oct-12;97,541;Transports;;;;
sep-12;98,326;Transports;;;;
ago-12;96,796;Transports;;;;
jul-12;94,832;Transports;;;;
jun-12;93,458;Transports;;;;
may-12;94,89;Transports;;;;
abr-12;96,227;Transports;;;;
mar-12;95,646;Transports;;;;
feb-12;94,227;Transports;;;;
ene-12;93,461;Transports;;;;
dic-11;91,771;Transports;;;;
nov-11;91,944;Transports;;;;
oct-11;91,581;Transports;;;;
sep-11;91,742;Transports;;;;
ago-11;91,206;Transports;;;;
jul-11;91,383;Transports;;;;
jun-11;90,832;Transports;;;;
may-11;91,064;Transports;;;;
abr-11;91,818;Transports;;;;
mar-11;90,887;Transports;;;;
feb-11;89,505;Transports;;;;
ene-11;88,77;Transports;;;;
dic-10;87,502;Transports;;;;
nov-10;85,87;Transports;;;;
oct-10;85,121;Transports;;;;
sep-10;84,986;Transports;;;;
ago-10;84,873;Transports;;;;
jul-10;84,811;Transports;;;;
jun-10;84,189;Transports;;;;
may-10;84,404;Transports;;;;
abr-10;84,018;Transports;;;;
mar-10;82,785;Transports;;;;
feb-10;81,405;Transports;;;;
ene-10;81,453;Transports;;;;
dic-09;80,097;Transports;;;;
nov-09;80,502;Transports;;;;
oct-09;79,592;Transports;;;;
sep-09;79,581;Transports;;;;
ago-09;80,773;Transports;;;;
jul-09;79,87;Transports;;;;
jun-09;79,965;Transports;;;;
may-09;78,215;Transports;;;;
abr-09;77,608;Transports;;;;
mar-09;76,562;Transports;;;;
feb-09;76,918;Transports;;;;
ene-09;76,655;Transports;;;;
dic-08;77,106;Transports;;;;
nov-08;79,79;Transports;;;;
oct-08;83,221;Transports;;;;
sep-08;85,373;Transports;;;;
ago-08;86,283;Transports;;;;
jul-08;88,302;Transports;;;;
jun-08;87,665;Transports;;;;
may-08;86,027;Transports;;;;
abr-08;83,9;Transports;;;;
mar-08;83,384;Transports;;;;
feb-08;82,007;Transports;;;;
ene-08;81,732;Transports;;;;
dic-07;81,664;Transports;;;;
nov-07;80,999;Transports;;;;
oct-07;79,902;Transports;;;;
sep-07;79,673;Transports;;;;
ago-07;79,435;Transports;;;;
jul-07;79,847;Transports;;;;
jun-07;79,691;Transports;;;;
may-07;79,374;Transports;;;;
abr-07;78,617;Transports;;;;
mar-07;77,564;Transports;;;;
feb-07;76,456;Transports;;;;
ene-07;76,18;Transports;;;;
dic-06;76,264;Transports;;;;
nov-06;75,97;Transports;;;;
oct-06;76,176;Transports;;;;
sep-06;77,677;Transports;;;;
ago-06;79,484;Transports;;;;
jul-06;79,363;Transports;;;;
jun-06;78,727;Transports;;;;
may-06;78,992;Transports;;;;
abr-06;78,105;Transports;;;;
mar-06;76,987;Transports;;;;
feb-06;76,537;Transports;;;;
ene-06;76,015;Transports;;;;
dic-05;74,899;Transports;;;;
nov-05;75,571;Transports;;;;
oct-05;76,967;Transports;;;;
sep-05;77,533;Transports;;;;
ago-05;75,87;Transports;;;;
jul-05;75,04;Transports;;;;
jun-05;73,798;Transports;;;;
may-05;73,245;Transports;;;;
abr-05;73,169;Transports;;;;
mar-05;72,334;Transports;;;;
feb-05;71,399;Transports;;;;
ene-05;70,427;Transports;;;;
dic-04;70,523;Transports;;;;
nov-04;71,428;Transports;;;;
oct-04;71,865;Transports;;;;
sep-04;71,046;Transports;;;;
ago-04;70,918;Transports;;;;
jul-04;70,179;Transports;;;;
jun-04;70,084;Transports;;;;
may-04;69,959;Transports;;;;
abr-04;68,827;Transports;;;;
mar-04;68,14;Transports;;;;
feb-04;67,407;Transports;;;;
ene-04;66,987;Transports;;;;
dic-03;66,502;Transports;;;;
nov-03;66,485;Transports;;;;
oct-03;66,457;Transports;;;;
sep-03;67,008;Transports;;;;
ago-03;67,05;Transports;;;;
jul-03;66,65;Transports;;;;
jun-03;66,167;Transports;;;;
may-03;66,299;Transports;;;;
abr-03;67,033;Transports;;;;
mar-03;68,04;Transports;;;;
feb-03;67,473;Transports;;;;
ene-03;66,841;Transports;;;;
dic-02;65,833;Transports;;;;
nov-02;65,445;Transports;;;;
oct-02;66,341;Transports;;;;
sep-02;66,044;Transports;;;;
ago-02;65,784;Transports;;;;
jul-02;65,585;Transports;;;;
jun-02;65,545;Transports;;;;
may-02;66,191;Transports;;;;
abr-02;66,018;Transports;;;;
mar-02;65,007;Transports;;;;
feb-02;64,089;Transports;;;;
ene-02;63,8;Transports;;;;
abr-24;102,483;Comunicacions;;;;
mar-24;102,375;Comunicacions;;;;
feb-24;102,467;Comunicacions;;;;
ene-24;102,546;Comunicacions;;;;
dic-23;100,624;Comunicacions;;;;
nov-23;100,745;Comunicacions;;;;
oct-23;100,839;Comunicacions;;;;
sep-23;101,969;Comunicacions;;;;
ago-23;102,12;Comunicacions;;;;
jul-23;102,085;Comunicacions;;;;
jun-23;102,282;Comunicacions;;;;
may-23;102,553;Comunicacions;;;;
abr-23;102,6;Comunicacions;;;;
mar-23;101,963;Comunicacions;;;;
feb-23;102,079;Comunicacions;;;;
ene-23;101,988;Comunicacions;;;;
dic-22;97,585;Comunicacions;;;;
nov-22;97,529;Comunicacions;;;;
oct-22;97,574;Comunicacions;;;;
sep-22;97,713;Comunicacions;;;;
ago-22;97,866;Comunicacions;;;;
jul-22;97,908;Comunicacions;;;;
jun-22;99,898;Comunicacions;;;;
may-22;99,964;Comunicacions;;;;
abr-22;100,092;Comunicacions;;;;
mar-22;99,6;Comunicacions;;;;
feb-22;99,575;Comunicacions;;;;
ene-22;99,666;Comunicacions;;;;
dic-21;99,444;Comunicacions;;;;
nov-21;99,523;Comunicacions;;;;
oct-21;99,482;Comunicacions;;;;
sep-21;100,209;Comunicacions;;;;
ago-21;100,102;Comunicacions;;;;
jul-21;100,056;Comunicacions;;;;
jun-21;100,182;Comunicacions;;;;
may-21;100,174;Comunicacions;;;;
abr-21;100,195;Comunicacions;;;;
mar-21;100,086;Comunicacions;;;;
feb-21;100,255;Comunicacions;;;;
ene-21;100,29;Comunicacions;;;;
dic-20;99,755;Comunicacions;;;;
nov-20;99,868;Comunicacions;;;;
oct-20;99,963;Comunicacions;;;;
sep-20;103,127;Comunicacions;;;;
ago-20;103,275;Comunicacions;;;;
jul-20;103,125;Comunicacions;;;;
